date,station,temperature_c,humidity_pct,rainfall_mm,wind_speed_ms,pressure_hpa
2025-02-10,Parakou,26.3,62.9,0.0,3.4,1011.5
2025-02-10,Natitingou,26.4,62.0,0.0,2.3,1016.4
2025-02-10,Kandi,26.2,59.7,0.2,2.5,1013.9
2025-02-10,Malanville,29.7,51.6,0.0,1.8,1015.9
2025-02-11,Cotonou,25.4,76.4,1.6,2.9,1015.2
2025-02-11,Porto-Novo,25.5,77.8,2.0,3.5,1010.7
2025-02-11,Ouidah,30.8,83.7,0.0,3.8,1011.6
2025-02-11,Abomey-Calavi,27.9,70.4,0.0,3.0,1012.8
2025-02-11,Bohicon,27.3,79.8,0.0,3.1,1011.9
2025-02-11,Abomey,26.9,66.6,0.0,2.3,1010.7
2025-02-11,Parakou,27.2,63.1,0.0,3.0,1012.2
2025-02-11,Natitingou,25.8,46.0,0.0,2.4,1014.0
2025-02-11,Kandi,27.3,69.8,0.0,1.7,1018.2
2025-02-11,Malanville,27.0,54.5,0.0,3.8,1015.8
2025-02-12,Cotonou,28.6,72.7,4.2,3.9,1011.9
2025-02-12,Porto-Novo,26.5,79.6,0.0,2.8,1011.2
2025-02-12,Ouidah,28.5,83.4,0.0,3.2,1010.1
2025-02-12,Abomey-Calavi,27.5,82.8,2.2,2.4,1014.1
2025-02-12,Bohicon,26.8,75.0,0.4,2.9,1014.9
2025-02-12,Abomey,27.7,72.5,0.0,3.2,1014.2
2025-02-12,Parakou,25.3,66.0,1.3,3.2,1012.6
2025-02-12,Natitingou,24.9,61.6,0.0,2.7,1013.0
2025-02-12,Kandi,29.6,55.7,0.0,2.2,1015.8
2025-02-12,Malanville,26.4,53.9,0.0,2.9,1015.6
2025-02-13,Cotonou,27.7,75.0,0.0,4.6,1011.2
2025-02-13,Porto-Novo,29.9,72.6,0.0,2.8,1009.4
2025-02-13,Ouidah,29.5,79.2,0.0,3.1,1009.9
2025-02-13,Abomey-Calavi,27.0,75.5,0.0,1.9,1008.8
2025-02-13,Bohicon,27.7,66.3,0.0,2.8,1014.7
2025-02-13,Abomey,24.7,64.2,0.0,2.9,1013.4
2025-02-13,Parakou,28.8,61.2,0.5,2.8,1016.8
2025-02-13,Natitingou,24.4,49.6,0.0,2.0,1016.7
2025-02-13,Kandi,26.9,52.7,0.0,2.5,1012.9
2025-02-13,Malanville,27.9,50.2,0.0,2.8,1013.2
2025-02-14,Cotonou,26.7,80.2,0.0,1.2,1013.7
2025-02-14,Porto-Novo,27.9,73.0,0.0,2.7,1010.2
2025-02-14,Ouidah,27.0,74.3,0.0,3.6,1010.2
2025-02-14,Abomey-Calavi,28.0,80.3,0.0,2.7,1013.2
2025-02-14,Bohicon,27.0,72.6,0.0,2.4,1011.6
2025-02-14,Abomey,27.3,63.3,0.0,2.6,1012.6
2025-02-14,Parakou,25.6,60.2,4.4,2.0,1011.1
2025-02-14,Natitingou,27.6,70.3,0.0,2.6,1015.7
2025-02-14,Kandi,24.7,49.4,0.0,2.4,1014.8
2025-02-14,Malanville,28.1,46.9,0.6,2.7,1011.6
2025-02-15,Cotonou,29.4,82.2,0.0,4.1,1012.9
2025-02-15,Porto-Novo,28.1,81.1,0.0,2.5,1010.6
2025-02-15,Ouidah,28.0,84.9,0.0,2.2,1009.7
2025-02-15,Abomey-Calavi,26.9,73.9,0.0,2.3,1009.1
2025-02-15,Bohicon,25.5,68.7,0.0,2.0,1014.0
2025-02-15,Abomey,27.4,72.0,0.0,2.9,1012.3
2025-02-15,Parakou,25.3,60.5,0.0,2.9,1015.0
2025-02-15,Natitingou,27.4,55.4,0.0,1.4,1012.1
2025-02-15,Kandi,27.5,56.7,0.0,3.2,1015.9
2025-02-15,Malanville,29.5,53.6,0.0,3.0,1016.7
2025-02-16,Cotonou,27.7,72.2,0.0,3.0,1013.3
2025-02-16,Porto-Novo,26.5,79.9,0.0,2.9,1011.8
2025-02-16,Ouidah,28.8,77.8,0.0,2.8,1012.0
2025-02-16,Abomey-Calavi,25.7,75.5,1.8,3.0,1010.2
2025-02-16,Bohicon,27.4,68.5,0.0,0.6,1011.0
2025-02-16,Abomey,29.2,74.4,0.0,1.7,1021.2
2025-02-16,Parakou,25.6,64.2,0.0,0.6,1016.4
2025-02-16,Natitingou,25.7,54.2,0.0,1.8,1013.4
2025-02-16,Kandi,27.6,46.9,0.0,3.1,1015.1
2025-02-16,Malanville,29.2,52.5,0.0,2.8,1016.8
2025-02-17,Cotonou,27.1,86.7,0.0,2.8,1016.2
2025-02-17,Porto-Novo,30.0,78.0,7.1,2.5,1016.6
2025-02-17,Ouidah,27.7,87.7,0.0,3.9,1011.1
2025-02-17,Abomey-Calavi,25.5,78.2,0.0,1.6,1010.5
2025-02-17,Bohicon,26.8,65.0,0.0,3.0,1013.6
2025-02-17,Abomey,26.7,64.7,0.0,2.4,1009.5
2025-02-17,Parakou,29.4,62.5,0.0,2.7,1013.3
2025-02-17,Natitingou,23.3,50.5,0.0,2.7,1016.9
2025-02-17,Kandi,28.8,54.7,0.0,3.5,1013.4
2025-02-17,Malanville,31.7,47.2,0.0,3.8,1012.1
2025-02-18,Cotonou,28.2,78.9,1.8,2.6,1012.2
2025-02-18,Porto-Novo,28.9,74.4,3.6,2.7,1014.4
2025-02-18,Ouidah,29.3,86.9,0.0,4.3,1011.2
2025-02-18,Abomey-Calavi,27.2,70.1,6.3,2.3,1015.2
2025-02-18,Bohicon,27.5,76.8,0.0,3.4,1012.9
2025-02-18,Abomey,27.8,71.2,0.0,3.6,1013.3
2025-02-18,Parakou,28.6,49.0,0.0,2.9,1014.3
2025-02-18,Natitingou,23.9,63.0,0.6,3.7,1014.9
2025-02-18,Kandi,25.8,64.1,0.0,4.4,1013.6
2025-02-18,Malanville,29.1,47.4,0.0,2.4,1013.2
2025-02-19,Cotonou,27.6,73.0,0.0,3.6,1012.7
2025-02-19,Porto-Novo,28.3,78.6,0.0,1.9,1014.0
2025-02-19,Ouidah,27.6,83.0,3.8,2.1,1010.3
2025-02-19,Abomey-Calavi,28.5,69.9,0.0,2.4,1010.4
2025-02-19,Bohicon,25.7,68.8,0.0,2.5,1013.6
2025-02-19,Abomey,29.9,61.0,0.0,3.1,1014.8
2025-02-19,Parakou,25.5,59.0,0.0,4.3,1013.3
2025-02-19,Natitingou,27.5,64.8,0.0,1.7,1016.9
2025-02-19,Kandi,28.4,41.1,0.0,3.0,1014.0
2025-02-19,Malanville,29.1,51.9,1.4,2.2,1011.8
2025-02-20,Cotonou,28.2,78.7,0.0,2.7,1010.5
2025-02-20,Porto-Novo,27.2,76.2,5.2,2.1,1011.7
2025-02-20,Ouidah,26.1,73.3,0.0,3.9,1013.4
2025-02-20,Abomey-Calavi,27.8,67.7,4.4,3.1,1010.5
2025-02-20,Bohicon,26.6,68.9,0.3,2.5,1011.6
2025-02-20,Abomey,28.8,66.6,0.0,2.4,1011.7
2025-02-20,Parakou,28.7,68.6,0.0,3.6,1011.2
2025-02-20,Natitingou,28.2,59.0,0.0,3.4,1015.7
2025-02-20,Kandi,27.7,52.4,0.0,2.3,1015.8
2025-02-20,Malanville,28.0,48.4,0.0,3.7,1015.8
2025-02-21,Cotonou,28.0,75.7,0.0,4.3,1013.0
2025-02-21,Porto-Novo,28.1,83.9,0.0,3.7,1016.2
2025-02-21,Ouidah,29.0,75.3,0.0,2.9,1009.7
2025-02-21,Abomey-Calavi,27.6,81.9,0.0,2.7,1012.8
2025-02-21,Bohicon,26.3,73.5,0.0,3.1,1016.4
2025-02-21,Abomey,30.7,66.8,0.8,2.6,1011.7
2025-02-21,Parakou,28.6,65.6,0.0,2.7,1012.6
2025-02-21,Natitingou,27.6,50.7,0.0,2.6,1014.5
2025-02-21,Kandi,27.3,60.1,0.0,2.1,1016.1
2025-02-21,Malanville,29.3,50.7,0.0,3.6,1017.9
2025-02-22,Cotonou,25.8,86.5,0.0,3.0,1011.7
2025-02-22,Porto-Novo,27.4,74.5,0.0,2.7,1019.1
2025-02-22,Ouidah,29.7,79.6,0.0,2.6,1014.1
2025-02-22,Abomey-Calavi,27.2,75.7,0.0,2.1,1012.8
2025-02-22,Bohicon,27.8,75.3,4.8,0.9,1015.1
2025-02-22,Abomey,27.3,72.0,0.0,2.8,1009.8
2025-02-22,Parakou,26.9,57.8,0.0,3.1,1014.3
2025-02-22,Natitingou,26.1,50.6,0.0,2.8,1016.4
2025-02-22,Kandi,26.8,56.6,0.0,3.0,1015.6
2025-02-22,Malanville,29.2,52.7,0.0,2.5,1010.2
2025-02-23,Cotonou,28.1,77.7,0.0,2.9,1012.6
2025-02-23,Porto-Novo,28.1,82.7,0.0,2.6,1010.5
2025-02-23,Ouidah,28.3,80.0,0.0,1.8,1013.1
2025-02-23,Abomey-Calavi,28.3,82.6,0.0,2.8,1012.1
2025-02-23,Bohicon,29.4,56.6,2.6,2.0,1011.0
2025-02-23,Abomey,25.8,67.5,6.1,3.1,1011.6
2025-02-23,Parakou,29.2,69.9,0.0,2.6,1014.1
2025-02-23,Natitingou,25.0,57.8,0.0,2.7,1012.3
2025-02-23,Kandi,30.4,54.4,0.0,2.9,1015.2
2025-02-23,Malanville,28.7,60.2,0.7,2.6,1011.6
2025-02-24,Cotonou,29.2,82.7,3.4,3.6,1010.0
2025-02-24,Porto-Novo,26.4,71.3,0.0,4.0,1011.8
2025-02-24,Ouidah,26.9,84.8,0.0,3.6,1010.6
2025-02-24,Abomey-Calavi,27.6,79.0,0.0,3.0,1016.4
2025-02-24,Bohicon,27.6,67.2,0.0,1.4,1012.1
2025-02-24,Abomey,31.1,67.9,1.2,2.0,1013.6
2025-02-24,Parakou,26.9,65.4,0.0,2.7,1014.2
2025-02-24,Natitingou,24.6,62.1,0.0,1.3,1010.9
2025-02-24,Kandi,26.9,49.3,0.1,3.7,1012.8
2025-02-24,Malanville,28.5,48.7,0.0,3.6,1012.2
2025-02-25,Cotonou,27.7,84.2,2.9,3.5,1016.6
2025-02-25,Porto-Novo,28.2,78.6,0.0,3.2,1015.7
2025-02-25,Ouidah,26.7,79.3,0.0,3.0,1015.2
2025-02-25,Abomey-Calavi,27.1,82.5,0.0,1.6,1008.2
2025-02-25,Bohicon,29.9,67.0,0.0,2.8,1013.6
2025-02-25,Abomey,28.0,76.2,0.0,2.1,1012.1
2025-02-25,Parakou,26.4,69.4,0.0,2.5,1013.9
2025-02-25,Natitingou,24.9,54.2,0.0,2.2,1013.8
2025-02-25,Kandi,27.7,51.2,0.0,1.1,1008.2
2025-02-25,Malanville,32.2,51.1,0.0,3.0,1019.0
2025-02-26,Cotonou,26.6,79.9,0.0,3.9,1014.0
2025-02-26,Porto-Novo,30.0,78.8,6.6,3.4,1013.8
2025-02-26,Ouidah,27.1,79.3,4.7,2.9,1012.0
2025-02-26,Abomey-Calavi,26.7,82.0,0.0,3.3,1010.1
2025-02-26,Bohicon,26.3,73.0,0.2,2.8,1012.2
2025-02-26,Abomey,26.6,76.4,0.0,3.1,1010.6
2025-02-26,Parakou,30.3,64.4,0.0,2.9,1013.2
2025-02-26,Natitingou,24.1,58.5,0.0,2.2,1012.3
2025-02-26,Kandi,27.3,64.4,0.0,3.1,1014.7
2025-02-26,Malanville,28.8,52.4,0.0,3.3,1012.8
2025-02-27,Cotonou,26.3,78.1,0.0,2.5,1011.7
2025-02-27,Porto-Novo,28.6,69.0,1.1,2.3,1012.8
2025-02-27,Ouidah,27.1,73.8,4.3,3.0,1015.6
2025-02-27,Abomey-Calavi,29.7,74.8,0.0,3.4,1011.3
2025-02-27,Bohicon,27.1,65.5,0.0,2.5,1011.1
2025-02-27,Abomey,28.5,67.1,0.0,3.3,1012.8
2025-02-27,Parakou,27.7,61.7,0.3,0.9,1012.0
2025-02-27,Natitingou,24.4,53.2,0.0,2.7,1012.1
2025-02-27,Kandi,25.7,50.4,0.0,3.4,1012.0
2025-02-27,Malanville,32.1,54.7,0.0,1.5,1013.8
2025-02-28,Cotonou,29.1,71.3,0.0,3.9,1014.2
2025-02-28,Porto-Novo,30.1,90.3,0.0,2.9,1010.9
2025-02-28,Ouidah,24.4,86.4,0.0,3.9,1011.8
2025-02-28,Abomey-Calavi,29.0,73.2,0.0,2.9,1011.3
2025-02-28,Bohicon,26.6,71.7,0.0,2.5,1015.1
2025-02-28,Abomey,29.2,61.2,0.0,1.8,1012.5
2025-02-28,Parakou,26.5,62.9,0.0,2.8,1008.3
2025-02-28,Natitingou,27.5,53.6,1.1,3.3,1012.3
2025-02-28,Kandi,29.2,45.7,1.5,3.4,1016.0
2025-02-28,Malanville,29.3,48.2,0.0,2.8,1015.3
2025-03-01,Cotonou,28.4,67.1,0.0,4.3,1012.1
2025-03-01,Porto-Novo,27.9,81.2,0.0,2.7,1011.0
2025-03-01,Ouidah,28.7,77.4,0.0,1.7,1013.3
2025-03-01,Abomey-Calavi,28.3,81.5,0.0,2.9,1013.1
2025-03-01,Bohicon,28.7,61.0,0.0,3.5,1009.6
2025-03-01,Abomey,26.6,67.1,0.0,2.1,1012.8
2025-03-01,Parakou,29.0,53.1,2.9,4.0,1013.4
2025-03-01,Natitingou,27.5,63.2,0.0,1.9,1015.3
2025-03-01,Kandi,27.0,50.7,1.0,2.5,1012.9
2025-03-01,Malanville,30.7,44.6,0.0,3.8,1017.8
2025-03-02,Cotonou,28.5,70.6,0.0,2.7,1012.5
2025-03-02,Porto-Novo,25.0,71.6,0.0,2.2,1009.3
2025-03-02,Ouidah,28.0,84.4,3.7,1.7,1014.5
2025-03-02,Abomey-Calavi,27.4,75.8,0.0,2.7,1012.3
2025-03-02,Bohicon,26.6,75.3,0.0,2.4,1011.2
2025-03-02,Abomey,28.4,67.2,0.0,3.3,1013.8
2025-03-02,Parakou,26.0,66.1,0.0,3.2,1014.6
2025-03-02,Natitingou,24.9,52.2,0.0,1.7,1014.7
2025-03-02,Kandi,28.8,59.4,0.0,2.7,1013.4
2025-03-02,Malanville,31.7,52.6,0.8,4.0,1011.5
2025-03-03,Cotonou,29.1,71.8,0.0,2.5,1008.4
2025-03-03,Porto-Novo,25.6,62.9,0.0,2.2,1013.0
2025-03-03,Ouidah,30.4,80.9,0.0,3.3,1015.1
2025-03-03,Abomey-Calavi,28.8,82.3,0.0,3.6,1009.9
2025-03-03,Bohicon,25.0,67.7,0.0,2.9,1011.6
2025-03-03,Abomey,28.1,68.7,0.0,2.9,1009.3
2025-03-03,Parakou,28.2,68.1,0.0,3.3,1014.5
2025-03-03,Natitingou,26.0,51.9,0.0,2.2,1015.6
2025-03-03,Kandi,27.8,61.6,0.0,3.4,1011.4
2025-03-03,Malanville,30.0,48.5,0.0,1.6,1013.8
2025-03-04,Cotonou,27.7,80.9,4.0,2.7,1009.2
2025-03-04,Porto-Novo,29.3,81.7,0.0,2.4,1011.0
2025-03-04,Ouidah,25.9,72.0,3.2,3.5,1011.8
2025-03-04,Abomey-Calavi,28.6,73.0,0.0,1.5,1011.9
2025-03-04,Bohicon,29.4,71.7,0.0,1.1,1015.8
2025-03-04,Abomey,27.3,68.0,1.8,2.6,1013.5
2025-03-04,Parakou,26.6,58.0,0.0,1.8,1012.7
2025-03-04,Natitingou,24.8,59.5,0.0,2.9,1016.1
2025-03-04,Kandi,30.8,50.8,0.0,3.4,1011.9
2025-03-04,Malanville,28.8,61.6,0.0,1.5,1015.5
2025-03-05,Cotonou,27.8,82.6,0.0,4.6,1010.2
2025-03-05,Porto-Novo,29.0,76.6,0.0,2.5,1010.7
2025-03-05,Ouidah,27.8,74.1,6.7,2.9,1014.5
2025-03-05,Abomey-Calavi,32.9,80.8,0.0,2.6,1011.3
2025-03-05,Bohicon,27.2,63.2,0.0,1.9,1011.8
2025-03-05,Abomey,28.8,73.3,0.0,2.2,1015.8
2025-03-05,Parakou,26.8,57.6,0.0,3.6,1016.5
2025-03-05,Natitingou,27.8,60.9,2.2,2.6,1014.6
2025-03-05,Kandi,29.6,48.7,0.0,2.8,1013.4
2025-03-05,Malanville,30.0,45.6,0.0,3.0,1013.7
2025-03-06,Cotonou,28.7,72.7,0.0,1.7,1010.9
2025-03-06,Porto-Novo,27.7,81.9,0.0,3.3,1013.2
2025-03-06,Ouidah,28.9,80.6,0.0,5.0,1010.7
2025-03-06,Abomey-Calavi,28.8,76.5,0.0,2.9,1012.2
2025-03-06,Bohicon,26.7,67.7,0.0,2.3,1016.6
2025-03-06,Abomey,28.4,65.3,0.0,2.2,1009.9
2025-03-06,Parakou,28.2,62.5,0.0,2.5,1014.2
2025-03-06,Natitingou,27.4,59.7,0.0,2.3,1016.3
2025-03-06,Kandi,26.6,46.6,0.3,4.4,1015.4
2025-03-06,Malanville,30.4,53.2,0.0,3.4,1010.6
2025-03-07,Cotonou,29.2,82.2,0.0,4.1,1012.1
2025-03-07,Porto-Novo,30.4,65.3,4.2,2.7,1013.4
2025-03-07,Ouidah,28.6,75.7,0.0,3.9,1012.0
2025-03-07,Abomey-Calavi,26.8,63.1,0.0,2.0,1010.2
2025-03-07,Bohicon,29.3,67.1,0.0,2.3,1012.5
2025-03-07,Abomey,28.9,64.6,0.0,1.9,1006.6
2025-03-07,Parakou,25.9,67.5,2.8,3.6,1009.7
2025-03-07,Natitingou,27.6,58.4,0.0,2.6,1013.9
2025-03-07,Kandi,29.0,58.8,0.0,2.9,1015.9
2025-03-07,Malanville,30.1,43.6,0.0,2.7,1014.1
2025-03-08,Cotonou,26.6,77.8,1.1,3.5,1014.0
2025-03-08,Porto-Novo,29.5,73.5,0.0,2.4,1012.6
2025-03-08,Ouidah,30.4,83.2,2.5,2.1,1012.5
2025-03-08,Abomey-Calavi,27.5,71.8,0.0,2.7,1010.5
2025-03-08,Bohicon,27.9,64.1,0.0,3.5,1007.5
2025-03-08,Abomey,27.2,72.5,0.0,2.9,1013.0
2025-03-08,Parakou,28.9,66.8,0.0,3.5,1015.1
2025-03-08,Natitingou,27.4,66.3,0.0,1.3,1015.0
2025-03-08,Kandi,28.5,49.3,0.0,4.0,1011.6
2025-03-08,Malanville,27.6,44.1,0.0,2.1,1009.1
2025-03-09,Cotonou,29.8,82.0,0.0,4.6,1013.0
2025-03-09,Porto-Novo,29.3,71.7,0.0,3.2,1011.1
2025-03-09,Ouidah,26.4,74.7,1.1,3.5,1009.5
2025-03-09,Abomey-Calavi,28.7,86.6,0.0,2.5,1010.7
2025-03-09,Bohicon,31.5,73.0,2.0,2.3,1009.0
2025-03-09,Abomey,27.0,74.0,0.0,2.1,1007.6
2025-03-09,Parakou,26.9,58.1,0.0,2.6,1015.2
2025-03-09,Natitingou,24.3,43.1,0.0,3.2,1013.3
2025-03-09,Kandi,28.3,47.4,0.8,3.5,1012.3
2025-03-09,Malanville,28.4,48.4,0.0,1.7,1015.9
2025-03-10,Cotonou,26.6,76.4,3.3,3.4,1014.9
2025-03-10,Porto-Novo,29.1,80.0,6.0,1.9,1011.7
2025-03-10,Ouidah,28.1,79.4,0.0,2.6,1011.3
2025-03-10,Abomey-Calavi,25.9,75.2,0.8,2.9,1009.8
2025-03-10,Bohicon,26.3,57.7,0.0,4.5,1010.8
2025-03-10,Abomey,27.0,72.3,2.3,3.5,1015.5
2025-03-10,Parakou,25.6,67.1,0.0,2.2,1013.3
2025-03-10,Natitingou,24.5,48.6,0.0,1.7,1013.5
2025-03-10,Kandi,29.6,50.1,1.0,2.3,1015.0
2025-03-10,Malanville,29.0,47.6,0.0,3.0,1015.6
2025-03-11,Cotonou,28.5,74.6,3.1,3.2,1009.0
2025-03-11,Porto-Novo,27.2,69.9,0.0,2.9,1012.1
2025-03-11,Ouidah,27.3,79.0,5.5,2.2,1013.0
2025-03-11,Abomey-Calavi,29.6,77.3,2.0,3.3,1011.5
2025-03-11,Bohicon,26.2,76.7,0.0,2.6,1015.7
2025-03-11,Abomey,27.9,56.2,0.0,3.0,1008.6
2025-03-11,Parakou,25.1,58.6,0.0,2.2,1015.2
2025-03-11,Natitingou,25.8,51.4,0.0,2.3,1014.8
2025-03-11,Kandi,27.5,53.1,0.6,3.1,1015.9
2025-03-11,Malanville,30.6,47.4,0.0,3.0,1013.5
2025-03-12,Cotonou,30.7,80.3,0.0,3.5,1009.6
2025-03-12,Porto-Novo,30.0,80.0,0.0,4.0,1011.1
2025-03-12,Ouidah,26.5,68.8,0.0,3.4,1013.6
2025-03-12,Abomey-Calavi,28.5,77.1,4.2,1.9,1011.7
2025-03-12,Bohicon,29.1,61.9,0.0,3.3,1015.6
2025-03-12,Abomey,28.0,59.3,0.0,2.3,1012.7
2025-03-12,Parakou,25.7,59.7,0.0,2.5,1016.2
2025-03-12,Natitingou,27.8,54.6,0.0,2.7,1011.8
2025-03-12,Kandi,29.3,48.3,0.0,2.2,1014.8
2025-03-12,Malanville,30.8,50.1,0.0,2.2,1015.6
2025-03-13,Cotonou,30.5,84.8,0.0,2.4,1007.6
2025-03-13,Porto-Novo,31.1,70.2,2.3,2.1,1010.1
2025-03-13,Ouidah,29.6,76.8,0.0,3.5,1010.4
2025-03-13,Abomey-Calavi,27.1,78.9,0.0,3.0,1012.8
2025-03-13,Bohicon,28.5,64.3,4.1,1.3,1018.8
2025-03-13,Abomey,26.0,60.0,0.0,2.7,1013.5
2025-03-13,Parakou,27.9,59.3,0.0,1.9,1015.4
2025-03-13,Natitingou,27.8,60.8,0.0,3.0,1012.9
2025-03-13,Kandi,30.2,48.0,0.0,2.4,1011.4
2025-03-13,Malanville,29.3,46.0,3.4,3.2,1017.1
2025-03-14,Cotonou,26.4,80.8,3.1,1.6,1010.1
2025-03-14,Porto-Novo,29.6,73.1,0.0,2.7,1014.0
2025-03-14,Ouidah,26.2,82.0,7.4,3.2,1011.9
2025-03-14,Abomey-Calavi,30.5,75.8,1.4,2.4,1013.7
2025-03-14,Bohicon,27.0,49.5,0.0,1.9,1012.7
2025-03-14,Abomey,26.5,67.5,0.0,3.7,1011.9
2025-03-14,Parakou,29.1,55.1,0.0,2.7,1010.9
2025-03-14,Natitingou,24.0,57.5,0.5,2.0,1014.3
2025-03-14,Kandi,30.8,48.8,0.0,2.8,1010.8
2025-03-14,Malanville,29.2,50.8,0.0,3.7,1014.3
2025-03-15,Cotonou,29.8,77.9,0.0,2.5,1013.2
2025-03-15,Porto-Novo,28.2,76.4,0.0,2.3,1014.7
2025-03-15,Ouidah,26.0,76.7,0.0,2.9,1014.3
2025-03-15,Abomey-Calavi,29.8,81.4,0.0,2.0,1008.0
2025-03-15,Bohicon,26.7,66.5,0.0,2.0,1012.1
2025-03-15,Abomey,29.0,61.7,0.0,1.9,1010.9
2025-03-15,Parakou,28.2,62.3,1.5,2.4,1010.8
2025-03-15,Natitingou,28.1,57.6,0.0,2.8,1013.3
2025-03-15,Kandi,27.3,47.6,2.0,3.0,1013.4
2025-03-15,Malanville,29.1,46.7,0.0,3.9,1014.2
2025-03-16,Cotonou,29.9,78.2,10.0,2.8,1014.8
2025-03-16,Porto-Novo,28.9,73.7,1.8,4.2,1011.4
2025-03-16,Ouidah,29.9,86.2,0.0,3.3,1007.6
2025-03-16,Abomey-Calavi,29.7,81.6,3.0,2.1,1010.0
2025-03-16,Bohicon,27.5,65.1,3.5,1.9,1012.2
2025-03-16,Abomey,28.3,67.7,0.0,2.4,1012.1
2025-03-16,Parakou,28.0,54.1,1.4,2.8,1015.3
2025-03-16,Natitingou,23.8,56.0,0.0,1.4,1013.3
2025-03-16,Kandi,29.2,47.3,0.0,2.7,1013.8
2025-03-16,Malanville,28.6,40.9,0.0,2.4,1013.2
2025-03-17,Cotonou,28.3,80.6,7.6,2.7,1015.7
2025-03-17,Porto-Novo,28.0,77.6,0.0,3.1,1008.8
2025-03-17,Ouidah,28.7,78.2,0.0,2.7,1009.7
2025-03-17,Abomey-Calavi,28.4,77.0,0.0,2.7,1015.7
2025-03-17,Bohicon,26.9,69.0,0.0,2.1,1008.9
2025-03-17,Abomey,25.8,70.3,0.0,1.9,1014.5
2025-03-17,Parakou,27.7,64.1,0.0,2.4,1009.6
2025-03-17,Natitingou,27.7,49.0,0.0,1.4,1014.9
2025-03-17,Kandi,29.4,53.7,0.0,2.4,1015.6
2025-03-17,Malanville,29.2,40.4,1.9,3.0,1016.5
2025-03-18,Cotonou,31.5,75.0,4.5,3.7,1011.8
2025-03-18,Porto-Novo,30.7,75.0,0.0,2.6,1008.7
2025-03-18,Ouidah,31.1,74.6,0.0,2.5,1012.0
2025-03-18,Abomey-Calavi,27.5,67.2,9.3,2.9,1011.5
2025-03-18,Bohicon,29.0,70.3,3.3,3.9,1012.2
2025-03-18,Abomey,27.1,69.7,0.0,1.4,1012.0
2025-03-18,Parakou,28.3,60.6,0.0,3.5,1008.8
2025-03-18,Natitingou,24.4,65.2,0.0,2.1,1012.8
2025-03-18,Kandi,30.6,47.9,0.0,2.6,1013.8
2025-03-18,Malanville,31.0,49.5,0.0,3.6,1008.2
2025-03-19,Cotonou,30.8,70.2,0.0,2.4,1005.9
2025-03-19,Porto-Novo,26.6,72.3,0.0,3.6,1010.9
2025-03-19,Ouidah,26.9,79.2,5.0,3.1,1014.7
2025-03-19,Abomey-Calavi,28.9,75.2,0.0,3.3,1011.0
2025-03-19,Bohicon,28.1,68.5,1.6,2.8,1011.4
2025-03-19,Abomey,29.4,63.2,0.0,3.0,1011.4
2025-03-19,Parakou,29.8,57.1,0.0,2.3,1013.0
2025-03-19,Natitingou,26.2,44.5,2.6,3.0,1014.3
2025-03-19,Kandi,29.5,57.2,0.0,2.3,1010.4
2025-03-19,Malanville,28.4,46.2,0.0,3.0,1011.6
2025-03-20,Cotonou,27.9,87.1,0.0,2.9,1004.9
2025-03-20,Porto-Novo,29.0,79.0,2.7,4.0,1012.8
2025-03-20,Ouidah,27.0,78.4,0.0,2.1,1013.5
2025-03-20,Abomey-Calavi,30.7,86.7,0.0,1.7,1012.1
2025-03-20,Bohicon,29.2,66.8,0.0,2.2,1014.9
2025-03-20,Abomey,27.9,71.8,0.6,2.7,1010.9
2025-03-20,Parakou,27.8,58.0,0.0,2.1,1012.7
2025-03-20,Natitingou,27.4,59.0,0.0,3.1,1015.1
2025-03-20,Kandi,29.6,51.0,0.0,3.6,1016.6
2025-03-20,Malanville,32.8,52.9,5.3,4.4,1013.3
2025-03-21,Cotonou,26.8,75.6,0.0,2.8,1013.9
2025-03-21,Porto-Novo,27.5,73.3,0.0,4.0,1013.0
2025-03-21,Ouidah,26.8,78.5,0.0,2.6,1013.2
2025-03-21,Abomey-Calavi,26.0,70.1,5.7,2.8,1012.7
2025-03-21,Bohicon,28.0,60.0,1.6,2.0,1014.8
2025-03-21,Abomey,25.7,66.1,0.0,2.1,1013.6
2025-03-21,Parakou,27.3,57.4,3.3,2.2,1009.1
2025-03-21,Natitingou,25.3,57.1,0.0,2.6,1012.9
2025-03-21,Kandi,30.1,49.6,0.0,3.8,1009.1
2025-03-21,Malanville,31.0,43.1,0.0,3.8,1012.2
2025-03-22,Cotonou,29.5,84.3,0.0,3.2,1014.3
2025-03-22,Porto-Novo,28.1,78.0,5.1,3.5,1009.5
2025-03-22,Ouidah,30.1,78.2,0.0,3.4,1012.2
2025-03-22,Abomey-Calavi,30.2,80.4,0.0,2.6,1012.8
2025-03-22,Bohicon,27.8,73.2,3.4,2.5,1013.4
2025-03-22,Abomey,27.1,51.9,0.0,2.8,1012.0
2025-03-22,Parakou,29.3,66.9,2.0,2.1,1010.7
2025-03-22,Natitingou,25.0,52.0,0.0,2.2,1015.6
2025-03-22,Kandi,26.6,48.1,0.0,2.5,1014.4
2025-03-22,Malanville,30.0,47.4,0.0,3.4,1011.7
2025-03-23,Cotonou,28.9,76.4,0.0,3.8,1010.3
2025-03-23,Porto-Novo,30.4,75.6,4.2,2.9,1009.0
2025-03-23,Ouidah,29.7,74.9,0.0,3.2,1009.7
2025-03-23,Abomey-Calavi,29.9,73.8,8.6,3.8,1009.1
